Title;;Link('https://www.wired.com{}')
Signal Is Finally Testing Usernames;;/story/signal-usernames/;;Nov 11, 2023 9:00 AM
Senate Leaders Plan to Prolong NSA Surveillance Using a Must-Pass Bill;;/story/section-702-nsa-surveillance-senate/;;Nov 10, 2023 4:54 PM
The NSA Seems Pretty Stressed About the Threat of Chinese Hackers in US Critical Infrastructure;;/story/nsa-china-hacking-criticial-us-infrastructure/;;Nov 10, 2023 4:42 PM
Omegle Was Forced to Shut Down by a Lawsuit From a Sexual Abuse Survivor;;/story/omegle-shutdown-lawsuit-child-sexual-abuse/;;Nov 9, 2023 4:55 PM
Sandworm Hackers Caused Another Blackout in Ukraine—During a Missile Strike;;/story/sandworm-ukraine-third-blackout-cyberattack/;;Nov 9, 2023 3:00 AM
The Startup That Transformed the Hack-for-Hire Industry;;/story/indian-startup-hack-for-hire-security-roundup/;;Nov 18, 2023 9:00 AM
Inside the Race to Secure Formula 1’s Las Vegas Grand Prix;;/story/f1-las-vegas-grand-prix-security/;;Nov 18, 2023 7:00 AM
US Congress Report Calls for Privacy Reforms After FBI Surveillance ‘Abuses’;;/story/house-intellligence-section-702-reform/;;Nov 16, 2023 12:38 PM
Running Signal Will Soon Cost $50 Million a Year;;/story/signal-operating-costs/;;Nov 16, 2023 11:00 AM
How to Opt Out of Facebook’s Latest Two-Factor Authentication Change;;/story/facebook-two-factor-authentication-2fa-change/;;Nov 16, 2023 7:00 AM
A Spy Agency Leaked People's Data Online—Then the Data Was Stolen;;/story/ntmc-bangladesh-database-leak/;;Nov 16, 2023 6:00 AM
Google’s New Titan Security Key Adds Another Piece to the Password-Killing Puzzle;;/story/google-titan-security-key-passkeys/;;Nov 15, 2023 1:15 PM
Social Media Sleuths, Armed With AI, Are Identifying Dead Bodies;;/story/social-media-ai-dead-bodies/;;Nov 15, 2023 6:00 AM
Asian Americans Raise Alarm Over ‘Chilling Effects’ of Section 702 Surveillance Program;;/story/aapi-section-702-letter/;;Nov 14, 2023 11:53 AM
The Top US Cybersecurity Agency Has a New Plan for Weaponized AI;;/story/cisa-ai-roadmap/;;Nov 14, 2023 10:51 AM
Here’s the Proof There’s No Government Alien Conspiracy Around Roswell;;/story/roswell-aliens-fermi-paradox/;;Nov 14, 2023 9:31 AM
The Mirai Confessions: Three Young Hackers Who Built a Web-Killing Monster Finally Tell Their Story;;/story/mirai-untold-story-three-young-hackers-web-killing-monster/;;Nov 14, 2023 6:00 AM
US Privacy Groups Urge Senate Not to Ram Through NSA Spying Powers;;/story/section-702-surveillance-reauthorization-privacy-letter/;;Nov 13, 2023 4:12 PM
Signal Is Finally Testing Usernames;;/story/signal-usernames/;;Nov 11, 2023 9:00 AM
Senate Leaders Plan to Prolong NSA Surveillance Using a Must-Pass Bill;;/story/section-702-nsa-surveillance-senate/;;Nov 10, 2023 4:54 PM
The NSA Seems Pretty Stressed About the Threat of Chinese Hackers in US Critical Infrastructure;;/story/nsa-china-hacking-criticial-us-infrastructure/;;Nov 10, 2023 4:42 PM
Omegle Was Forced to Shut Down by a Lawsuit From a Sexual Abuse Survivor;;/story/omegle-shutdown-lawsuit-child-sexual-abuse/;;Nov 9, 2023 4:55 PM
How to Get Facebook Without Ads—if It’s Available for You;;/story/how-to-get-ad-free-facebook-instagram-meta-privacy/;;Nov 9, 2023 11:18 AM
Sandworm Hackers Caused Another Blackout in Ukraine—During a Missile Strike;;/story/sandworm-ukraine-third-blackout-cyberattack/;;Nov 9, 2023 3:00 AM
Police Use of Face Recognition Is Sweeping the UK;;/story/uk-police-face-recognition-expansion/;;Nov 9, 2023 2:00 AM
This Is the Ops Manual for the Most Tech-Savvy Animal Liberation Group in the US;;/story/dxe-animal-agriculture-investigation-guide/;;Nov 8, 2023 6:00 AM
A New US Privacy Bill Seeks to End Warrantless Police and FBI Spying;;/story/government-surveillance-reform-act-2023/;;Nov 7, 2023 3:44 PM
Internet Blackouts in Gaza Are a New Weapon in the Israel-Hamas War;;/story/israel-gaza-internet-blackouts-weapon/;;Nov 7, 2023 1:41 PM
YouTube’s Ad Blocker Detection Believed to Break EU Privacy Law;;/story/youtube-ad-blocker-detection-eu-privacy-law/;;Nov 7, 2023 11:52 AM
How Citizen Surveillance Ate San Francisco;;/story/san-francisco-doom-loop-citizen-surveillance/;;Nov 7, 2023 6:00 AM
Intensified Israeli Surveillance Has Put the West Bank on Lockdown;;/story/israel-surveillance-state-out-of-control-west-bank/;;Nov 7, 2023 2:00 AM
This Cheap Hacking Device Can Crash Your iPhone With Pop-Ups;;/story/flipper-zero-iphone-dos-attack-security-roundup/;;Nov 4, 2023 9:00 AM
Microsoft Does Damage Control With Its New ‘Secure Future Initiative’;;/story/microsoft-secure-future-initiative/;;Nov 2, 2023 11:00 AM
The UN Hired an AI Company to Untangle the Israeli-Palestinian Crisis;;/story/culturepulse-ai-israeli-palestinian-crisis/;;Nov 2, 2023 7:00 AM
The New Era of Social Media Looks as Bad for Privacy as the Last One;;/story/x-alternatives-user-privacy-report/;;Nov 1, 2023 5:00 PM
How Telegram Became a Terrifying Weapon in the Israel-Hamas War;;/story/telegram-hamas-israel-conflict/;;Oct 31, 2023 2:11 PM
Apple, Google, and Microsoft Just Patched Some Spooky Security Flaws;;/story/apple-google-microsoft-critical-update-october-2023/;;Oct 31, 2023 7:00 AM
This Cryptomining Tool Is Stealing Secrets;;/story/cryptominer-espionage-campaign-security-roundup/;;Oct 28, 2023 9:00 AM
The Destruction of Gaza’s Internet Is Complete;;/story/gaza-internet-blackout-israel/;;Oct 27, 2023 3:51 PM
TikTok Streamers Are Staging ‘Israel vs. Palestine’ Live Matches to Cash In on Virtual Gifts;;/story/tiktok-live-matches-israel-hamas-war/;;Oct 26, 2023 2:03 PM
Maine Mass Shooting Disinformation Floods Social Media as Suspect Remains at Large;;/story/maine-mass-shooting-disinformation/;;Oct 26, 2023 10:22 AM
Okta’s Latest Security Breach Is Haunted by the Ghost of Incidents Past;;/story/okta-support-system-breach-disclosure/;;Oct 25, 2023 1:40 PM
Elon Musk Mocked Ukraine, and Russian Trolls Went Wild;;/story/elon-musk-mocked-ukraine-russian-trolls-went-wild/;;Oct 25, 2023 7:00 AM
The AI-Generated Child Abuse Nightmare Is Here;;/story/generative-ai-images-child-sexual-abuse/;;Oct 24, 2023 7:01 PM
A Controversial Plan to Scan Private Messages for Child Abuse Meets Fresh Scandal;;/story/csar-chat-scan-proposal-european-commission-ads/;;Oct 24, 2023 7:00 AM
A Powerful Tool US Spies Misused to Stalk Women Faces Its Potential Demise;;/story/section-702-nsa-abuses-reauthorization/;;Oct 24, 2023 7:00 AM
They Cracked the Code to a Locked USB Drive Worth $235 Million in Bitcoin. Then It Got Weird;;/story/unciphered-ironkey-password-cracking-bitcoin/;;Oct 24, 2023 6:00 AM
The Hamas Threat of Hostage Execution Videos Looms Large Over Social Media;;/story/livestream-hostages-israel-hamas-war/;;Oct 23, 2023 5:02 PM
The 23andMe User Data Leak May Be Far Worse Than Believed;;/story/23andme-data-leak-gets-worse-security-roundup/;;Oct 21, 2023 9:00 AM
The Dangerous Mystery of Hamas’ Missing ‘Suicide Drones’;;/story/hamas-drones-israel-war/;;Oct 21, 2023 7:00 AM
Citing Hamas, the US Wants to Treat Crypto Anonymity Services as Suspected Money Launderers;;/story/us-treasury-crypto-mixer-hamas/;;Oct 19, 2023 6:59 PM
Who’s Responsible for the Gaza Hospital Explosion? Here’s Why It’s Hard to Know What’s Real;;/story/al-ahli-baptist-hospital-explosion-disinformation-osint/;;Oct 18, 2023 5:27 PM
Elon Musk’s Main Tool for Fighting Disinformation on X Is Making the Problem Worse, Insiders Claim;;/story/x-community-notes-disinformation/;;Oct 17, 2023 6:20 PM
They Supported Air Strike Victims. Then They Were Doxed and Arrested;;/story/myanmar-doxxing-airstrike/;;Oct 17, 2023 6:00 AM
Deepfake Porn Is Out of Control;;/story/deepfake-porn-is-out-of-control/;;Oct 16, 2023 7:00 AM
The US Congress Was Targeted With Predator Spyware;;/story/us-congress-spyware/;;Oct 14, 2023 9:00 AM
Rumors of a ‘Global Day of Jihad’ Have Unleashed a Dangerous Wave of Disinformation;;/story/day-of-jihad-disinformation-israel-palestine/;;Oct 13, 2023 1:11 PM
US House Republicans Had Their Phones Confiscated to Stop Leaks;;/story/us-house-phones-confiscated/;;Oct 13, 2023 9:30 AM
A New Protocol Vulnerability Will Haunt the Web for Years;;/story/http-2-rapid-reset-flaw/;;Oct 13, 2023 7:00 AM
New Clues Suggest Stolen FTX Funds Went to Russia-Linked Money Launderers;;/story/ftx-hack-400-million-crypto-laundering/;;Oct 12, 2023 8:00 AM
A Graphic Hamas Video Donald Trump Jr. Shared on X Is Actually Real, Research Confirms;;/story/x-community-notes-failures/;;Oct 11, 2023 3:39 PM
The UN Risks Normalizing Internet Censorship;;/story/united-nations-igf-saudi-arabia-russia/;;Oct 11, 2023 7:00 AM
Elon Musk Is Shitposting His Way Through the Israel-Hamas War;;/story/elon-musk-israel-hamas-war-disinformation-x/;;Oct 10, 2023 11:19 AM
Google Steps Up Its Push to Kill the Password;;/story/google-passkey-default/;;Oct 10, 2023 9:50 AM
Activist Hackers Are Racing Into the Israel-Hamas War—for Both Sides;;/story/israel-hamas-war-hacktivism/;;Oct 9, 2023 6:21 PM
The Israel-Hamas War Is Drowning X in Disinformation;;/story/x-israel-hamas-war-disinformation/;;Oct 9, 2023 11:53 AM
Inside FTX’s All-Night Race to Stop a $1 Billion Crypto Heist;;/story/ftx-1-billion-crypto-heist/;;Oct 9, 2023 6:00 AM
Israel’s Failure to Stop the Hamas Attack Shows the Danger of Too Much Surveillance;;/story/israel-hamas-war-surveillance/;;Oct 8, 2023 3:32 PM
Apple's Encryption Is Under Attack by a Mysterious Group;;/story/apple-heat-initiative-dark-money/;;Oct 7, 2023 9:00 AM
23andMe User Data Stolen in Targeted Attack on Ashkenazi Jews;;/story/23andme-credential-stuffing-data-stolen/;;Oct 6, 2023 5:53 PM
The Team Helping Women Fight Digital Domestic Abuse;;/story/the-experts-helping-women-fight-digital-domestic-abuse/;;Oct 4, 2023 7:00 AM
Your Cheap Android TV Streaming Box May Have a Dangerous Backdoor;;/story/android-tv-streaming-boxes-china-backdoor/;;Oct 4, 2023 6:00 AM
How Neuralink Keeps Dead Monkey Photos Secret;;/story/neuralink-uc-davis-monkey-photos-videos-secret/;;Oct 4, 2023 6:00 AM
The Best Password Managers to Secure Your Digital Life;;/story/best-password-managers/;;Oct 3, 2023 8:00 AM
The Biggest Hack of 2023 Keeps Getting Bigger;;/story/moveit-breach-victims/;;Oct 2, 2023 11:07 AM
Predictive Policing Software Terrible at Predicting Crimes;;/story/plainfield-geolitica-crime-predictions/;;Oct 2, 2023 10:00 AM
How to Stop Google Bard From Storing Your Data and Location;;/story/google-bard-location-data-tracking-ai/;;Oct 1, 2023 8:00 AM
How to Tell When Your Phone Will Stop Getting Security Updates;;/story/phone-ios-android-security-updates/;;Oct 1, 2023 7:00 AM
Chinese Hackers Are Hiding in Routers in the US and Japan;;/story/china-blacktech-router-hack/;;Sep 30, 2023 9:00 AM
Apple, Microsoft, and Google Just Fixed Multiple Zero-Day Flaws;;/story/apple-google-microsoft-zero-days-september-2023/;;Sep 30, 2023 7:00 AM
US Justice Department Urged to Investigate Gunshot Detector Purchases;;/story/shotspotter-doj-letter-epic/;;Sep 28, 2023 12:15 PM
The Maker of ShotSpotter Is Buying the World’s Most Infamous Predictive Policing Tech;;/story/soundthinking-geolitica-acquisition-predictive-policing/;;Sep 27, 2023 1:57 PM
Extremely Online Republicans Are Provoking a US Government Shutdown;;/story/us-government-shutdown-right-wing-bubble/;;Sep 26, 2023 1:43 PM
Satellite Images Show the Devastating Cost of Sudan’s Aerial War;;/story/sudan-conflict-satellites/;;Sep 25, 2023 3:55 PM
A Tricky New Way to Sneak Past Repressive Internet Censorship;;/story/equalitie-trojan-horse-internet-censorship/;;Sep 25, 2023 7:00 AM
Your Boss’s Spyware Could Train AI to Replace You;;/story/corporate-surveillance-train-ai/;;Sep 25, 2023 7:00 AM
The Shocking Data on Kia and Hyundai Thefts in the US;;/story/kia-hyundai-car-thefts-us-security-roundup/;;Sep 23, 2023 9:00 AM
Chinese Spies Infected Dozens of Networks With Thumb Drive Malware;;/story/china-usb-sogu-malware/;;Sep 19, 2023 10:00 AM
You Need to Update Your Browser, Like, Yesterday;;/story/libwebp-flaw-browser-updates/;;Sep 16, 2023 9:00 AM
Massive MGM and Caesars Hacks Epitomize a Vicious Ransomware Cycle;;/story/mgm-ceasars-hack-ransomware/;;Sep 16, 2023 7:00 AM
The US Congress Has Trust Issues. Generative AI Is Making It Worse;;/story/congress-generative-ai-big-tech-briefing/;;Sep 13, 2023 7:00 AM
The Twisted Eye in the Sky Over Buenos Aires;;/story/buenos-aires-facial-recognition-scandal/;;Sep 13, 2023 6:00 AM
China-Linked Hackers Breached a Power Grid—Again;;/story/china-redfly-power-grid-cyberattack-asia/;;Sep 12, 2023 6:00 AM
AI Chatbots Are Invading Your Local Government—and Making Everyone Nervous;;/story/local-governments-generative-ai/;;Sep 11, 2023 7:00 AM
Your New Car Is a Privacy Nightmare;;/story/your-new-car-privacy-nightmare/;;Sep 9, 2023 9:00 AM
Top US Spies Meet With Privacy Experts Over Surveillance 'Crown Jewel';;/story/section-702-privacy-meeting/;;Sep 8, 2023 2:00 PM
Axon's Ethics Board Resigned Over Taser-Armed Drones. Then the Company Bought a Military Drone Maker;;/story/axon-taser-drones-ethics-board/;;Sep 8, 2023 1:46 PM
US and UK Mount Aggressive Crackdown on Trickbot and Conti Ransomware Gangs;;/story/trickbot-conti-sanctions-indictments/;;Sep 7, 2023 2:38 PM
The International Criminal Court Will Now Prosecute Cyberwar Crimes;;/story/icc-cyberwar-crimes/;;Sep 7, 2023 12:19 PM
Facebook Trains Its AI on Your Data. Opting Out May Be Futile;;/story/facebook-trains-ai-your-data-opt-out/;;Sep 7, 2023 8:00 AM
The Comedy of Errors That Let China-Backed Hackers Steal Microsoft’s Signing Key;;/story/china-backed-hackers-steal-microsofts-signing-key-post-mortem/;;Sep 6, 2023 8:01 PM
How China Demands Tech Firms Reveal Hackable Flaws in Their Products;;/story/china-vulnerability-disclosure-law/;;Sep 6, 2023 9:00 AM
Generative AI’s Biggest Security Flaw Is Not Easy to Fix;;/story/generative-ai-prompt-injection-hacking/;;Sep 6, 2023 7:00 AM
The Strange Afterlife of Wagner’s Yevgeny Prigozhin;;/story/prigozhin-wagner-dead-news-disinformation/;;Sep 5, 2023 11:49 AM
How to Remove Your Personal Info From Google by Using Its ‘Results About You’ Tool;;/story/results-about-you-remove-personal-info-from-google/;;Sep 3, 2023 8:00 AM
How to Use Proton Sentinel to Keep Your Accounts Safe;;/story/how-to-use-proton-sentinel/;;Sep 3, 2023 7:00 AM
2 Polish Men Are Arrested for Radio Hack That Disrupted Trains;;/story/poland-train-radio-attack-security-roundup/;;Sep 2, 2023 9:00 AM
Apple’s Decision to Kill Its CSAM Photo-Scanning Tool Sparks Fresh Controversy;;/story/apple-csam-scanning-heat-initiative-letter/;;Aug 31, 2023 3:32 PM
Google Fixes Serious Security Flaws in Chrome and Android;;/story/google-android-chrome-critical-update-august-2023/;;Aug 31, 2023 7:00 AM
Unmasking Trickbot, One of the World’s Top Cybercrime Gangs;;/story/trickbot-trickleaks-bentley/;;Aug 30, 2023 1:37 PM
The Weird, Big-Money World of Cybercrime Writing Contests;;/story/hacking-contests-cybercriminals/;;Aug 29, 2023 9:30 AM
The Cheap Radio Hack That Disrupted Poland's Railway System;;/story/poland-train-radio-stop-attack/;;Aug 27, 2023 12:06 PM
The Low-Stakes Race to Crack an Encrypted German U-Boat Message;;/story/maritime-radio-historical-society-crypto-event-enigma/;;Aug 27, 2023 7:00 AM
This Tool Lets Hackers Dox Almost Anyone in the US;;/story/credit-bureau-dox-americans-security-roundup/;;Aug 26, 2023 9:00 AM
In a World of Fakes, Trump’s Real Mug Shot Matters;;/story/trump-mug-shot/;;Aug 25, 2023 12:03 PM
Trump’s Prosecution Is America’s Last Hope;;/story/donald-trump-georgia-indictment-arrest/;;Aug 24, 2023 9:03 PM
The Last Hour of Prigozhin’s Plane;;/story/plane-crash-yevgeny-prigozhin-russia/;;Aug 24, 2023 12:22 PM
Why The Chainsmokers Invest in—and Party With—Niche Cybersecurity Companies;;/story/the-chainsmokers-alex-pall-cybersecurity-investing/;;Aug 24, 2023 8:00 AM
How to Talk to Your Kids About Social Media and Mental Health;;/story/how-to-talk-to-kids-social-media-mental-health/;;Aug 23, 2023 8:00 AM
The Internet Is Turning Into a Data Black Box. An ‘Inspectability API’ Could Crack It Open;;/story/inspectability-api-app-transparency/;;Aug 22, 2023 7:00 AM
A New Supply Chain Attack Hit Close to 100 Victims—and Clues Point to China;;/story/carderbee-china-hong-kong-supply-chain-attack/;;Aug 22, 2023 6:00 AM
The Most Popular Digital Abortion Clinics, Ranked by Data Privacy;;/story/most-popular-digital-telehealth-medication-abortion-ranked-data-privacy/;;Aug 21, 2023 8:00 AM
Google's New Feature Ensures Your Pixel Phone Hasn't Been Hacked. Here’s How It Works;;/story/google-pixel-binary-transparency-security-feature/;;Aug 20, 2023 8:00 AM
US Energy Firm Targeted With Malicious QR Codes in Mass Phishing Attack;;/story/qr-codes-phishing-attack/;;Aug 19, 2023 9:00 AM
The Plan to Better Protect US Hospitals From Ransomware;;/story/hospital-ransomware-hhs-digiheals/;;Aug 17, 2023 6:00 AM
How X Is Suing Its Way Out of Accountability;;/story/twitter-x-ccdh-lawsuit-data-crackdown/;;Aug 15, 2023 7:00 AM
A Huge Scam Targeting Kids With Roblox and Fortnite ‘Offers’ Has Been Hiding in Plain Sight;;/story/poison-pdf-scam-fortnite-roblox/;;Aug 14, 2023 9:19 AM
An Apple Malware-Flagging Tool Is ‘Trivially’ Easy to Bypass;;/story/apple-mac-background-task-management-flaw/;;Aug 12, 2023 4:23 PM
A New Attack Reveals Everything You Type With 95 Percent Accuracy;;/story/keystroke-attack-security-roundup/;;Aug 12, 2023 9:00 AM
GitHub’s Hardcore Plan to Roll Out Mandatory Two-Factor;;/story/github-two-factor-authentication/;;Aug 11, 2023 12:42 PM
Are You Being Tracked by an AirTag? Here’s How to Check;;/story/how-to-find-airtags/;;Aug 11, 2023 8:00 AM
Teens Hacked Boston Subway Cards to Get Infinite Free Rides—and This Time, Nobody Got Sued;;/story/mtba-charliecard-hack-defcon-2023/;;Aug 10, 2023 2:43 PM
Leaked Yandex Code Breaks Open the Creepy Black Box of Online Advertising;;/story/yandex-leaks-crypta-ads/;;Aug 10, 2023 6:00 AM
Panasonic Warns That Internet-of-Things Malware Attack Cycles Are Accelerating;;/story/panasonic-iot-malware-honeypots/;;Aug 9, 2023 6:03 PM
Hackers Rig Casino Card-Shuffling Machines for ‘Full Control’ Cheating;;/story/card-shuffler-hack/;;Aug 9, 2023 6:00 PM
A Clever Honeypot Tricked Hackers Into Revealing Their Secrets;;/story/hacker-honeypot-go-secure/;;Aug 9, 2023 4:30 PM
New ‘Downfall’ Flaw Exposes Valuable Data in Generations of Intel Chips;;/story/downfall-flaw-intel-chips/;;Aug 8, 2023 1:17 PM
What Doctors Wish You Knew About HIPAA and Data Security;;/story/what-doctors-wish-you-knew-hipaa-data-security/;;Aug 8, 2023 8:00 AM
The Mystery of Chernobyl’s Post-Invasion Radiation Spikes;;/story/chernobyl-radiation-spike-mystery/;;Aug 7, 2023 2:15 PM
Microsoft’s AI Red Team Has Already Made the Case for Itself;;/story/microsoft-ai-red-team/;;Aug 7, 2023 1:51 PM
Criminals Have Created Their Own ChatGPT Clones;;/story/chatgpt-scams-fraudgpt-wormgpt-crime/;;Aug 7, 2023 7:00 AM
How to Automatically Delete Passcode Texts on Android and iOS;;/story/how-to-automatically-delete-passcode-texts-android-ios/;;Aug 6, 2023 7:00 AM
Security News This Week: The Cloud Company at the Center of a Global Hacking Spree;;/story/cloudzy-state-sponsored-hackers-roundup/;;Aug 5, 2023 9:00 AM
The Ghost of Privacy Past Haunts the Senate’s AI Future;;/story/ai-regulation-privacy-us-senate/;;Aug 4, 2023 2:05 PM
Hackers Could Have Scored Unlimited Airline Miles by Targeting One Platform;;/story/points-travel-rewards-platform-flaws/;;Aug 3, 2023 3:57 PM
A New Attack Impacts Major AI Chatbots—and No One Knows How to Stop It;;/story/ai-adversarial-attacks/;;Aug 1, 2023 7:00 AM
This Disinformation Is Just for You;;/story/generative-ai-custom-disinformation/;;Aug 1, 2023 7:00 AM
It's Hot Zero-Day Summer for Apple, Google, and Microsoft Security Fixes;;/story/apple-google-microsoft-zero-day-fix-july-2023/;;Jul 31, 2023 7:00 AM
Call of Duty Players Hit With Self-Spreading Malware;;/story/call-of-duty-modern-warfare-2-malware/;;Jul 29, 2023 9:00 AM
US Spies Are Lobbying Congress to Save a Phone Surveillance 'Loophole';;/story/nsa-ndaa-lobbying-privacy-loophole/;;Jul 27, 2023 4:31 PM
Twitter Scammers Stole $1,000 From My Friend—So I Hunted Them Down;;/story/twitter-laptop-scam-hunters/;;Jul 26, 2023 7:00 AM
ChatGPT Has a Plug-In Problem;;/story/chatgpt-plugins-security-privacy-risk/;;Jul 25, 2023 7:00 AM
The Best Personal Safety Devices, Apps, and Wearables;;/story/best-personal-safety-tech/;;Jul 24, 2023 10:00 AM
Code Kept Secret for Years Reveals Its Flaw—a Backdoor;;/story/tetra-radio-encryption-backdoor/;;Jul 24, 2023 6:00 AM
China’s Breach of Microsoft Cloud Email May Expose Deeper Problems;;/story/china-breach-microsoft-cloud-email-may-expose-deeper-problems/;;Jul 22, 2023 9:00 AM
New Police Body Cam Data Exposes the True Scale of NYPD Violence Against Protesters;;/story/nypd-george-floyd-nyc-protester-settlement/;;Jul 20, 2023 3:12 PM
Satellites Are Rife With Basic Security Flaws;;/story/satellites-basic-security-flaws/;;Jul 20, 2023 7:00 AM
Rival US Lawmakers Mobilize to Stop Police From Buying Phone Data;;/story/fourth-amendment-is-not-for-sale-act-2023/;;Jul 18, 2023 11:56 AM
Nude Videos of Kids From Hacked Baby Monitors Were Sold on Telegram;;/story/hikvision-cameras-telegram-children/;;Jul 15, 2023 9:00 AM
FBI Surveillance Fears Are Uniting a Badly Broken Congress;;/story/fbi-spy-fears-us-congress/;;Jul 14, 2023 1:00 PM
How a Cloud Flaw Gave Chinese Spies a Key to Microsoft’s Kingdom;;/story/microsoft-cloud-attack-china-hackers/;;Jul 12, 2023 4:34 PM
Ransomware Attacks Are on the Rise, Again;;/story/ransomware-attacks-rise-2023/;;Jul 12, 2023 9:00 AM
Silk Road’s Second-in-Command Gets 20 Years in Prison;;/story/silk-road-variety-jones-sentencing/;;Jul 11, 2023 2:31 PM
How to Use Discord’s Family Center With Your Teens;;/story/how-to-use-discord-family-center-child-safety/;;Jul 11, 2023 11:00 AM
The Quiet Rise of Real-Time Crime Centers;;/story/real-time-crime-centers-rtcc-us-police/;;Jul 10, 2023 7:00 AM
Russia’s Notorious Troll Farm Disbands;;/story/russia-internet-research-agency-disbands/;;Jul 8, 2023 9:00 AM
The Best VPNs to Protect Yourself Online;;/story/best-vpn/;;Jul 7, 2023 9:00 AM
How Threads’ Privacy Policy Compares to Twitter’s (and Its Rivals’);;/story/meta-twitter-threads-bluesky-spill-hive-mastodon-privacy-comparison/;;Jul 6, 2023 7:46 PM
Don't Join Threads—Make Threads Join You;;/story/meta-threads-privacy-decentralization/;;Jul 6, 2023 2:53 PM
US Spies Can Buy Americans’ Private Data. Congress Has a Chance to Stop It;;/story/ndaa-2023-davidson-jacobs-fourth-amendment/;;Jul 5, 2023 2:29 PM
EV Charger Hacking Poses a ‘Catastrophic’ Risk;;/story/electric-vehicle-charging-station-hacks/;;Jul 5, 2023 10:37 AM
Cyberstalkers Win First Amendment Victory in the US Supreme Court;;/story/cyberstalking-first-amendment-us-supreme-court-security-roundup/;;Jul 1, 2023 9:00 AM
Apple, Google, and MOVEit Just Patched Serious Security Flaws;;/story/apple-google-moveit-security-patches-june-2023-critical-update/;;Jun 30, 2023 7:00 AM
Pornhub Is Being Accused of Illegal Data Collection;;/story/pornhub-tracking-cookies-gdpr-video-history/;;Jun 29, 2023 3:00 AM
How Your Real Flight Reservation Can Be Used to Scam You;;/story/plane-ticket-booking-hold-scam/;;Jun 28, 2023 7:00 AM
The Night 17 Million Precious Military Records Went Up in Smoke;;/story/the-night-17-million-precious-military-records-went-up-in-smoke/;;Jun 27, 2023 6:00 AM
The US Senate Wants to Rein In AI. Good Luck With That;;/story/us-ai-regulation-congress-briefings/;;Jun 26, 2023 7:00 AM
5 Ways to Make Your Instant Messaging More Secure;;/story/5-ways-to-make-your-instant-messaging-more-secure/;;Jun 25, 2023 7:00 AM
Update Your iPhone Right Now to Fix 2 Apple Zero Days;;/story/apple-zero-day-spyware-patch-security-roundup/;;Jun 24, 2023 9:00 AM
Inside the Dangerous Underground Abortion Pill Market Growing on Telegram;;/story/telegram-abortion-pill-market/;;Jun 23, 2023 6:00 AM
Docs Show FBI Pressures Cops to Keep Phone Surveillance Secrets;;/story/fbi-cell-site-simulator-stingray-secrecy/;;Jun 22, 2023 6:00 AM
How Your New Car Tracks You;;/story/car-data-privacy-toyota-honda-ford/;;Jun 21, 2023 7:00 AM
Humans Aren’t Mentally Ready for an AI-Saturated ‘Post-Truth World’;;/story/generative-ai-deepfakes-disinformation-psychology/;;Jun 18, 2023 7:00 AM
A Newly Named Group of GRU Hackers is Wreaking Havoc in Ukraine;;/story/russia-gru-cadet-blizzard-ukraine-security-roundup/;;Jun 17, 2023 9:00 AM
A Russia-Based Hacking Rampage Hits US Agencies and Exposes Millions;;/story/clop-moveit-hack-us-agencies-data-theft/;;Jun 16, 2023 5:25 PM
